,State,Year,Debt at end of fiscal year,Capital outlay,Expenditure,General expenditure,General revenue,Insurance trust  revenue,Intergovernmental,License tax,Revenue,Selective sales tax,Tax,Correction,Education,Financial Aid,Health,Insurance benefits and repayments,Interest on debt,Interest on general debt,Intergovernmental.1,Miscellaneous general revenue,Natural Resources,Other taxes,Police protection,Transportation,Utilities,Welfare,Parks Total Expenditure
346,KENTUCKY,2002,7182087,1669542,18424584,16394058,15810192,262707,5121235,539206,16072899,1428860,7974690,435206,5870554,33837066,530081,2030526,449740,449740,4376087,1093121,310703,713941,189524,1730952,10262904,4796130,150157
347,KENTUCKY,2003,7108634,1706778,19116816,16857615,16525770,1851633,5330212,536797,18377403,1496639,8318707,474334,6096709,33378355,519701,2259201,436241,436241,4406402,1230880,316167,714546,188584,1816167,10564278,4964095,130579
348,KENTUCKY,2004,8116460,1576243,20123773,17692797,17497423,2798317,5911236,542480,20295740,1540274,8463400,452482,6392502,34401117,535507,2430915,413465,413465,4892622,1217789,345119,713682,155292,1699543,11206396,5274909,145079
349,KENTUCKY,2012,15103515,1919697,29450261,24705691,22705457,2160769,8088889,463793,24866226,2095653,10619106,520347,9435168,29568732,476634,4704140,736726,736726,6293662,1110163,381672,920185,184990,2040660,16024829,7192491,107988
350,KENTUCKY,2013,14983712,1974980,29001676,24537486,23012608,5595723,7932722,462726,28608331,2147747,10875039,540348,9380623,30154892,457503,4403821,693690,693690,6025552,1225645,376815,872933,198490,2189803,16057379,7030883,109277
351,KENTUCKY,2014,14829986,2128542,30596678,25985909,25299324,5724822,9637029,472225,31024146,2222967,11103545,532558,9257683,31914897,453731,4576126,695601,695601,5842432,1331649,364462,853474,187852,2349372,17449480,8303908,105487
352,KENTUCKY,2015,13784882,2479523,33422994,29182828,26665492,3111433,10409980,487834,29776925,2183120,11597983,542193,9614803,30588866,427761,4205545,675342,675342,5928405,1136734,374144,838287,196160,2532215,20280820,10875235,113164
353,KENTUCKY,2016,14453423,2432896,34574385,30147937,28181896,1718851,11560815,505377,29900747,2140416,11778866,571410,10195790,31470813,388155,4396382,653834,653834,5946209,1157061,377849,781449,195639,2342521,21224661,11191780,113572
354,KENTUCKY,2017,13554882,2177972,34798937,30254493,28662251,7669236,11683636,500447,36331487,2159069,11907759,601749,10390364,44440382,470463,4509235,645169,645169,5984647,1162728,365500,904769,207079,1911491,21493454,11417475,112040
355,KENTUCKY,2018,15149230,2039661,35308122,30698578,29299781,7022999,11970566,499502,36322780,2113829,12059970,609697,10274643,48457835,446213,4581467,664904,664904,5998533,1277355,429366,835602,215850,1801953,21980744,11926347,119410
356,KENTUCKY,2019,15346875,1789667,35324395,30515806,30676750,6080122,12259406,530272,36756872,2326479,12895595,632805,9987635,50191369,437146,4773464,568351,568351,6047838,1374369,468249,844903,228159,1850184,22080055,11906570,110966
357,LOUISIANA,1992,9994058,911795,11749590,10682706,10361962,1147372,3695255,412425,11509334,892957,4250245,275992,3687009,17022182,342706,1066884,733312,733312,3381941,1323016,237919,576629,119440,879977,6124989,2544821,91592
358,LOUISIANA,1993,9585046,758012,12893236,11725998,11635787,1712488,4329914,432650,13348275,889724,4365992,299551,3835792,19368707,345153,1167238,628056,628056,3707669,1368015,253904,536204,124351,828627,7277911,3095197,81807
359,LOUISIANA,1994,8781953,866917,12935620,11786057,11846512,1677923,4702918,432683,13524435,902284,4382693,326698,3968097,20888905,350956,1149563,640359,640359,3726763,1191304,299540,471831,121458,861036,7172705,2860209,90648
360,LOUISIANA,1995,8520442,853816,14461235,13135484,12065711,1890306,4670057,445074,13956017,916528,4676969,353473,4245083,24512273,389253,1325751,599828,599828,3800465,1081485,310949,480450,139379,798093,8415915,3876320,94622
361,LOUISIANA,1996,7452387,885672,14029815,12590706,11832770,2463417,4110590,418327,14296187,936940,4906283,384368,4347932,23823231,387843,1439109,744609,744609,3861287,1194949,318513,441339,166195,858290,7667765,2976403,131776
362,LOUISIANA,1997,7030252,1050891,14285704,12789619,13529327,2395903,4329084,435603,15928979,930616,5646255,416981,4558193,26958007,395194,1493111,544082,544082,3995087,1726440,312996,511399,191760,850034,7790851,2959999,189849
363,LOUISIANA,1998,7093467,1196247,14918718,13423327,13648882,3950206,4026348,456721,17605336,1217797,6082026,447672,4827916,29901191,380552,1492478,424507,424507,4375352,1417171,359124,615953,207625,981487,8084666,2957958,276597
364,LOUISIANA,1999,7152457,1279606,15705909,14051203,14602645,3177349,4588811,508289,17785900,1687407,6491235,495734,5142948,33084656,385848,1651684,405962,405962,4667051,1270850,335043,472393,222250,1019683,8346471,3004635,282137
365,LOUISIANA,2000,7770198,1227261,16553676,14782739,14872388,3912043,4785120,490128,18788200,1657914,6512382,530955,5399754,36203089,478003,1768069,411003,411003,4837634,1315608,374078,499250,244348,1100612,9013230,3097181,193040
366,LOUISIANA,2001,7977398,1042387,16410263,14470179,16810432,997563,5280258,477775,17811457,1704293,7197380,581057,5516218,36527912,471732,1936120,454790,454790,4896799,2075123,353123,571957,240529,925891,8747860,2801250,224202
367,LOUISIANA,2002,9232827,1153171,17993401,15836393,17658826,429839,6048661,514724,18093632,1864736,7356936,627743,6047120,36924036,444648,2154413,505717,505717,5384116,2035421,332754,597451,250114,1052837,9408677,3080895,211102
368,LOUISIANA,2003,9773279,1469143,18681314,16323015,18276111,1156868,6501978,426741,19437629,1886110,7449507,619414,6235015,37555567,418057,2349793,570949,570949,5848037,1961759,393305,582163,262317,1142621,9375738,2800278,240501
369,LOUISIANA,2004,10182940,1303178,20482301,18018067,18877276,4569230,6995885,429068,23451376,1640590,7741289,608725,6433899,43627574,471892,2459609,679412,679412,5772741,1749261,396585,562132,259125,1138233,11128275,4122416,214417
370,LOUISIANA,2012,18728928,2516162,30943626,27018092,25377271,1553601,11196379,402212,26938141,2072935,8994053,698309,8951423,43511461,353130,3920302,898024,898024,10005149,2468715,793014,937992,337343,1907816,16207911,6324015,331117
371,LOUISIANA,2013,18582828,2110012,31268399,27030716,25815485,7428325,10572602,369930,33250908,2148890,9223829,671560,8848728,45122154,337719,4232508,849059,849059,9366316,3053809,837022,886844,325486,1674322,16822502,7225410,354293
372,LOUISIANA,2014,18996129,1867724,31662474,27195257,25021580,9498882,10053890,427090,34529120,2192300,9695281,669062,8826745,49576266,329773,4461901,800921,800921,8961024,2241801,835462,917663,314596,1496923,17343679,8033967,348206
373,LOUISIANA,2015,17616233,2120748,30614617,26154618,24067064,4054667,9678411,386358,28134018,2358843,9696730,672298,8897506,46690288,364693,4451549,854481,854481,8644857,2854877,845230,787992,326366,1560873,16087523,8399355,358647
374,LOUISIANA,2016,17903229,2445462,31382182,26919597,24019193,2696257,10359179,400049,26728156,2164627,9307865,661924,9499549,43657744,370356,4453275,878647,878647,8560069,2396318,775453,518540,330830,1616211,16410190,8890121,329678
375,LOUISIANA,2017,18032742,2098332,33709206,29199479,27554641,9975372,12636884,368318,37538834,2555589,10861190,667656,9299171,66458941,421737,4501718,819413,819413,8794914,1986927,796006,480645,358733,1493443,19238502,11226836,347548
376,LOUISIANA,2018,18181385,2031520,35072725,30486754,29170664,9261635,13648190,393129,38443907,2612030,11357686,704416,9276658,70752537,444667,4579440,810683,810683,9085951,2101878,847952,495400,366451,1415967,20560922,12158245,323907
377,LOUISIANA,2019,17446573,2157015,36087759,31365020,30535502,6198188,14174133,438495,36750083,2660890,11748609,703783,9771114,72498543,469650,4712721,799538,799538,9169893,2464325,780587,581052,375191,1468951,21184325,12569790,369037
378,MAINE,1992,2637052,199041,3721512,3231655,3318612,369329,931856,98228,3760990,279933,1670488,67339,1010112,4649390,104129,439306,185569,185569,997533,479431,79694,57501,25893,272669,2016805,1003035,12193
379,MAINE,1993,2999353,177138,3888537,3405338,3428499,424149,1045864,103102,3925589,269879,1763941,52834,1039388,5130777,123166,431987,191714,191714,1067471,375640,73905,59508,24008,310987,2142396,1107131,12349
380,MAINE,1994,2992749,197894,3901756,3449931,3534461,492317,1098979,106498,4097926,273688,1764588,55693,1041019,6645075,129853,403280,184287,184287,1019979,419408,76458,60997,27112,280845,2204161,1172921,12178
381,MAINE,1995,3041348,238540,4179160,3663587,3673225,466628,1173254,115010,4207954,274695,1812574,63155,1045924,7013599,154761,468217,174607,174607,1077904,407265,85327,68897,28525,307454,2375743,1257408,14401
382,MAINE,1996,3159694,230056,4239839,3735430,3835918,360636,1245305,114473,4266881,277841,1896564,64002,1079932,6545376,175768,457715,170223,170223,1023699,407068,106483,65742,34058,361902,2465464,1255500,8445
383,MAINE,1997,3202599,226281,4441284,3961074,4059117,1086238,1299070,117339,5215004,281515,2019491,66013,1121825,6589184,207689,433378,172911,172911,1088734,435463,116478,68529,39036,362137,2646772,1336834,8936
384,MAINE,1998,3474244,198502,4606471,4173227,4566877,1052103,1411320,118536,5689618,309945,2369820,72311,1171467,6869191,251644,385312,168070,168070,1248140,470804,117838,97082,40455,325590,2837904,1397211,9184
385,MAINE,1999,3875088,230171,4864878,4386497,4856625,958438,1439937,124293,5887528,331026,2540581,78446,1221224,11408894,278012,427812,178046,178046,1310860,532811,122799,89129,43934,359380,3001362,1406858,9879
386,MAINE,2000,4060463,264505,5448061,4850079,5273506,943103,1555233,134377,6293656,343640,2661080,91882,1285190,12515428,279190,544784,226418,226418,1445741,690681,141373,108746,46185,414961,3330816,1566338,10426
387,MAINE,2001,4210901,321749,5737911,5212248,5399812,-272237,1625685,138015,5207414,358927,2668938,94514,1393318,11946993,317168,470661,238396,238396,1512314,702189,142762,96095,51765,446756,3558495,1674173,9895
388,MAINE,2002,4321366,377428,6264883,5670144,5600245,-230760,1830398,148737,5451423,401125,2626830,105580,1505432,11408277,366293,538474,238184,238184,1676713,705503,149602,90658,60455,462147,3908050,1801953,11540
389,MAINE,2003,4417481,384445,6706116,6072093,6093384,621585,2062560,150171,6801191,423947,2697275,107345,1574270,12176901,400804,574444,233917,233917,1795007,842867,156234,99648,68212,492304,4264824,1990470,10566
390,MAINE,2004,4643988,412412,7305731,6654819,6857779,1423591,2573528,201467,8447366,478402,2975525,112083,1653605,14213690,437145,588977,252032,252032,1871059,771581,186889,106764,61840,536777,4793354,2286375,11225
391,MAINE,2012,5605606,389895,8889996,7808207,8147276,442191,2887656,252404,8589499,684473,3777130,137437,2026822,11505343,200805,1079611,234084,234084,1918444,536950,119617,101867,73765,702566,5748154,3019800,6142
392,MAINE,2013,5374528,377099,8789329,7715902,8159899,1750069,2827297,260918,9919130,707987,3884450,137163,1973384,11652305,199677,1049865,224523,224523,1839258,509493,119011,140168,74436,722176,5763421,3021304,6171
393,MAINE,2014,5473870,317999,9161773,8097479,8338349,2265022,3024003,254251,10613147,719713,3847181,140007,2071893,12091609,175159,1044308,206558,206558,1842128,523993,120437,84494,74280,659999,6180195,3480070,6497
394,MAINE,2015,5011671,347124,8605330,7548525,8132423,775379,2782334,268026,8916579,718753,4064075,152969,2035487,11829372,172886,1036218,193051,193051,1804287,458379,123030,94902,76304,670152,5645965,3011951,6578
395,MAINE,2016,4845408,430947,8917608,7898641,8304505,502083,2893648,272253,8815769,718723,4130242,160279,2120618,18843158,172978,997403,176131,176131,1843192,456941,136221,90947,85106,778642,5875618,3138846,6952
396,MAINE,2017,4750384,400261,9150721,8005021,8579602,2369666,3020597,274760,11138093,723275,4232556,162568,2129244,20344313,201826,1004417,168027,168027,1894909,466762,138213,82549,90368,777991,6099014,3161703,7075
397,MAINE,2018,4760901,350989,9370699,8187108,8815208,2173345,3012515,281155,11187326,721180,4410632,159661,2176966,21461283,195512,1031328,158613,158613,1909576,503431,138242,88351,91828,766297,6299511,3321490,8170
398,MAINE,2019,4695100,311867,9719601,8470777,9231559,1839389,3115555,291044,11284444,714523,4674441,166815,2256454,22781766,224208,1085205,122072,122072,2004267,523732,148888,93728,94938,734387,6571171,3496160,8227
399,MARYLAND,1992,8334681,922492,13004350,11011767,11319918,2340097,2662442,266302,13730199,1159900,6502494,555635,3448754,19450803,571483,1640244,471998,471998,3538407,1233376,266984,372111,179805,971632,6882619,2677218,45664
400,MARYLAND,1993,8731054,939627,13537324,11406315,12070672,2699718,2794369,380066,14841507,1336381,7175001,592323,3711509,21834813,615986,1815443,499922,499922,3700620,1052176,250390,400337,181928,984898,7054400,2682465,41512
401,MARYLAND,1994,9129956,917809,14202580,11799886,12870416,2620946,2966060,351983,15581282,1458790,7582734,689323,3758706,24014173,643814,2091754,479519,479519,3891231,1131047,260380,411603,203783,1028389,7353354,2750883,50754
402,MARYLAND,1995,9438060,1176562,15069402,12902430,13696205,2644535,3110667,357134,16429739,1546836,8060982,746649,3818420,26055833,737684,1814833,502829,502829,4465581,1242202,313167,439735,228723,1175293,7923942,2955844,72328
403,MARYLAND,1996,9690915,1226109,15554009,13355420,14011079,1941412,3239651,357725,16041152,1554654,8166692,743494,4050459,30942955,760690,1805498,594267,594267,4685594,1286307,302850,438566,274073,1220202,8141357,2923187,68423
404,MARYLAND,1997,9873357,1150434,16199545,14001947,14799832,5236193,3411382,349632,20128472,1599834,8604406,741403,4400969,40989759,779238,1839637,601837,601837,5033829,1341145,316791,447562,250796,1245276,8524965,3023036,157527
405,MARYLAND,1998,10536254,1236463,16578483,14481262,15589078,4874772,3533711,350854,20559098,1681536,9190482,742354,4770296,42867906,773271,1729198,614261,614261,4983795,1381276,306531,478986,273975,1198105,8655036,3254774,237614
